Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core
"2008-2009","ACT","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","5923","Core waste"
"2008-2009","ACT","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","ACT","Unclassified materials","Landfill","Disposal","0","Core waste"
"2008-2009","ACT","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2008-2009","ACT","Unclassified materials","Recycling","Recycling","1053","Core waste"
"2008-2009","NSW","Ash","Other disposal","Long-term storage","4478830.46489745","Non-core waste"
"2008-2009","NSW","Ash","Recycling","Recycling","2169733.15920539","Non-core waste"
"2008-2009","NSW","Biosolids","Other disposal","Disposal","82489.8160100803","Core waste"
"2008-2009","NSW","Biosolids","Recycling","Recycling","325617.694776633","Core waste"
"2008-2009","NSW","Building and demolition materials","Landfill","Disposal","1676410","Core waste"
"2008-2009","NSW","Building and demolition materials","Recycling","Recycling","4504947","Core waste"
"2008-2009","NSW","Glass","Landfill","Disposal","161072","Core waste"
"2008-2009","NSW","Glass","Recycling","Recycling","455846","Core waste"
"2008-2009","NSW","Hazardous wastes","Energy from waste facility","Energy recovery","27479.5606387786","Core waste"
"2008-2009","NSW","Hazardous wastes","Landfill","Disposal","601154.177677184","Core waste"
"2008-2009","NSW","Hazardous wastes","Other disposal","Disposal","1743.45420548347","Core waste"
"2008-2009","NSW","Hazardous wastes","Recycling","Recycling","110500.766681172","Core waste"
"2008-2009","NSW","Hazardous wastes","Treatment","Disposal","119419.293225519","Core waste"
"2008-2009","NSW","Hazardous wastes","Treatment","Energy recovery","38192.5658760516","Core waste"
"2008-2009","NSW","Hazardous wastes","Treatment","Recycling","283390.351057231","Core waste"
"2008-2009","NSW","Metals","Landfill","Disposal","206369","Core waste"
"2008-2009","NSW","Metals","Recycling","Recycling","488247","Core waste"
"2008-2009","NSW","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NSW","Organics","Landfill","Disposal","2738017","Core waste"
"2008-2009","NSW","Organics","Landfill","Energy recovery","433497","Core waste"
"2008-2009","NSW","Organics","Recycling","Recycling","1325525","Core waste"
"2008-2009","NSW","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NSW","Paper & cardboard","Landfill","Disposal","292084","Core waste"
"2008-2009","NSW","Paper & cardboard","Landfill","Energy recovery","64000","Core waste"
"2008-2009","NSW","Paper & cardboard","Recycling","Recycling","2310940","Core waste"
"2008-2009","NSW","Plastics","Landfill","Disposal","868783","Core waste"
"2008-2009","NSW","Plastics","Recycling","Recycling","70279","Core waste"
"2008-2009","NSW","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","240006","Core waste"
"2008-2009","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","52262","Core waste"
"2008-2009","NSW","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","22459","Core waste"
"2008-2009","NSW","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NSW","Unclassified materials","Landfill","Disposal","0","Core waste"
"2008-2009","NSW","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2008-2009","NSW","Unclassified materials","Recycling","Recycling","923000","Core waste"
"2008-2009","NT","Biosolids","Other disposal","Disposal","1190.94768375594","Core waste"
"2008-2009","NT","Biosolids","Recycling","Recycling","9408.48670167193","Core waste"
"2008-2009","NT","Building and demolition materials","Landfill","Disposal","109940","Core waste"
"2008-2009","NT","Building and demolition materials","Recycling","Recycling","100","Core waste"
"2008-2009","NT","Glass","Landfill","Disposal","7509","Core waste"
"2008-2009","NT","Glass","Recycling","Recycling","4500","Core waste"
"2008-2009","NT","Hazardous wastes","Energy from waste facility","Energy recovery","1218.16146344412","Core waste"
"2008-2009","NT","Hazardous wastes","Landfill","Disposal","11464.7410611188","Core waste"
"2008-2009","NT","Hazardous wastes","Other disposal","Disposal","287.6899437036","Core waste"
"2008-2009","NT","Hazardous wastes","Recycling","Recycling","11578.3959286871","Core waste"
"2008-2009","NT","Hazardous wastes","Treatment","Disposal","2062.64649000711","Core waste"
"2008-2009","NT","Hazardous wastes","Treatment","Energy recovery","769.523427362117","Core waste"
"2008-2009","NT","Hazardous wastes","Treatment","Recycling","4846.9376856845","Core waste"
"2008-2009","NT","Metals","Landfill","Disposal","9679","Core waste"
"2008-2009","NT","Metals","Recycling","Recycling","1320","Core waste"
"2008-2009","NT","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NT","Organics","Landfill","Disposal","82003","Core waste"
"2008-2009","NT","Organics","Landfill","Energy recovery","19523","Core waste"
"2008-2009","NT","Organics","Recycling","Recycling","250","Core waste"
"2008-2009","NT","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NT","Paper & cardboard","Landfill","Disposal","21376","Core waste"
"2008-2009","NT","Paper & cardboard","Landfill","Energy recovery","5345","Core waste"
"2008-2009","NT","Paper & cardboard","Recycling","Recycling","10050","Core waste"
"2008-2009","NT","Plastics","Landfill","Disposal","29983","Core waste"
"2008-2009","NT","Plastics","Recycling","Recycling","610","Core waste"
"2008-2009","NT","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NT","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","5265","Core waste"
"2008-2009","NT","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","981","Core waste"
"2008-2009","NT","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","0","Core waste"
"2008-2009","NT","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","NT","Unclassified materials","Landfill","Disposal","0","Core waste"
"2008-2009","NT","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2008-2009","NT","Unclassified materials","Recycling","Recycling","0","Core waste"
"2008-2009","Qld","Ash","Other disposal","Long-term storage","4122879.38657637","Non-core waste"
"2008-2009","Qld","Ash","Recycling","Recycling","779902.259454232","Non-core waste"
"2008-2009","Qld","Biosolids","Other disposal","Disposal","9365.54689050729","Core waste"
"2008-2009","Qld","Biosolids","Recycling","Recycling","287210.104642224","Core waste"
"2008-2009","Qld","Building and demolition materials","Landfill","Disposal","1263629","Core waste"
"2008-2009","Qld","Building and demolition materials","Recycling","Recycling","914600","Core waste"
"2008-2009","Qld","Glass","Landfill","Disposal","128714","Core waste"
"2008-2009","Qld","Glass","Recycling","Recycling","86150","Core waste"
"2008-2009","Qld","Hazardous wastes","Energy from waste facility","Energy recovery","12434.5007084063","Core waste"
"2008-2009","Qld","Hazardous wastes","Landfill","Disposal","899490.851289037","Core waste"
"2008-2009","Qld","Hazardous wastes","Other disposal","Disposal","14119.8773400749","Core waste"
"2008-2009","Qld","Hazardous wastes","Recycling","Recycling","293666.116543395","Core waste"
"2008-2009","Qld","Hazardous wastes","Treatment","Disposal","59602.772959597","Core waste"
"2008-2009","Qld","Hazardous wastes","Treatment","Energy recovery","12785.2944993275","Core waste"
"2008-2009","Qld","Hazardous wastes","Treatment","Recycling","94109.3388722014","Core waste"
"2008-2009","Qld","Metals","Landfill","Disposal","143758","Core waste"
"2008-2009","Qld","Metals","Recycling","Recycling","716678","Core waste"
"2008-2009","Qld","Organics","Energy from waste facility","Energy recovery","188000","Core waste"
"2008-2009","Qld","Organics","Landfill","Disposal","1545110","Core waste"
"2008-2009","Qld","Organics","Landfill","Energy recovery","117888","Core waste"
"2008-2009","Qld","Organics","Recycling","Recycling","1084358","Core waste"
"2008-2009","Qld","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","Qld","Paper & cardboard","Landfill","Disposal","444678","Core waste"
"2008-2009","Qld","Paper & cardboard","Landfill","Energy recovery","45668","Core waste"
"2008-2009","Qld","Paper & cardboard","Recycling","Recycling","559974","Core waste"
"2008-2009","Qld","Plastics","Landfill","Disposal","591483","Core waste"
"2008-2009","Qld","Plastics","Recycling","Recycling","28547","Core waste"
"2008-2009","Qld","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","138843","Core waste"
"2008-2009","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","10875","Core waste"
"2008-2009","Qld","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","8244","Core waste"
"2008-2009","Qld","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","Qld","Unclassified materials","Landfill","Disposal","0","Core waste"
"2008-2009","Qld","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2008-2009","Qld","Unclassified materials","Recycling","Recycling","0","Core waste"
"2008-2009","SA","Ash","Other disposal","Long-term storage","213098.723904267","Non-core waste"
"2008-2009","SA","Ash","Recycling","Recycling","223000","Non-core waste"
"2008-2009","SA","Biosolids","Other disposal","Disposal","0","Core waste"
"2008-2009","SA","Biosolids","Recycling","Recycling","137256.353822945","Core waste"
"2008-2009","SA","Building and demolition materials","Landfill","Disposal","112939","Core waste"
"2008-2009","SA","Building and demolition materials","Recycling","Recycling","1200212","Core waste"
"2008-2009","SA","Glass","Landfill","Disposal","15942","Core waste"
"2008-2009","SA","Glass","Recycling","Recycling","61552","Core waste"
"2008-2009","SA","Hazardous wastes","Energy from waste facility","Energy recovery","16550.6815003792","Core waste"
"2008-2009","SA","Hazardous wastes","Landfill","Disposal","64420.7084737304","Core waste"
"2008-2009","SA","Hazardous wastes","Other disposal","Disposal","13313.2790625828","Core waste"
"2008-2009","SA","Hazardous wastes","Recycling","Recycling","55796.3297124481","Core waste"
"2008-2009","SA","Hazardous wastes","Treatment","Disposal","15137.8838401186","Core waste"
"2008-2009","SA","Hazardous wastes","Treatment","Energy recovery","1001.12868814508","Core waste"
"2008-2009","SA","Hazardous wastes","Treatment","Recycling","24263.7532315867","Core waste"
"2008-2009","SA","Metals","Landfill","Disposal","20671","Core waste"
"2008-2009","SA","Metals","Recycling","Recycling","311667","Core waste"
"2008-2009","SA","Organics","Energy from waste facility","Energy recovery","33000","Core waste"
"2008-2009","SA","Organics","Landfill","Disposal","279672","Core waste"
"2008-2009","SA","Organics","Landfill","Energy recovery","75642","Core waste"
"2008-2009","SA","Organics","Recycling","Recycling","503539","Core waste"
"2008-2009","SA","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","SA","Paper & cardboard","Landfill","Disposal","62848","Core waste"
"2008-2009","SA","Paper & cardboard","Landfill","Energy recovery","21934","Core waste"
"2008-2009","SA","Paper & cardboard","Recycling","Recycling","204063","Core waste"
"2008-2009","SA","Plastics","Energy from waste facility","Energy recovery","16500","Core waste"
"2008-2009","SA","Plastics","Landfill","Disposal","55444","Core waste"
"2008-2009","SA","Plastics","Landfill","Energy recovery","0","Core waste"
"2008-2009","SA","Plastics","Recycling","Recycling","13778","Core waste"
"2008-2009","SA","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","5500","Core waste"
"2008-2009","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","20691","Core waste"
"2008-2009","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","7172","Core waste"
"2008-2009","SA","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","5080","Core waste"
"2008-2009","SA","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","SA","Unclassified materials","Landfill","Disposal","0","Core waste"
"2008-2009","SA","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2008-2009","SA","Unclassified materials","Recycling","Recycling","0","Core waste"
"2008-2009","Tas","Biosolids","Other disposal","Disposal","308.151945372942","Core waste"
"2008-2009","Tas","Biosolids","Recycling","Recycling","15715.7492140201","Core waste"
"2008-2009","Tas","Building and demolition materials","Landfill","Disposal","54667","Core waste"
"2008-2009","Tas","Building and demolition materials","Recycling","Recycling","107","Core waste"
"2008-2009","Tas","Glass","Landfill","Disposal","12901","Core waste"
"2008-2009","Tas","Glass","Recycling","Recycling","7217","Core waste"
"2008-2009","Tas","Hazardous wastes","Energy from waste facility","Energy recovery","2751.11796166728","Core waste"
"2008-2009","Tas","Hazardous wastes","Landfill","Disposal","57543.658520769","Core waste"
"2008-2009","Tas","Hazardous wastes","Other disposal","Disposal","440.957349357357","Core waste"
